,Lng,Lat,Cid,tradeTime,followers,totalPrice,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,communityAverage
10626,116.442298,39.970551,1111027374756,20160625,93,218.0,41.0,1.0,1,1,1.0,21,1.0,1990.0,3,6,0.25,1.0,1.0,1.0,7,68650.0
240979,116.379998,40.040559,1111027374615,20120724,0,300.0,109.0,2.0,1,1,1.0,6,4.0,2011.0,1,2,0.5,1.0,0.0,0.0,8,75792.0
80719,116.304497,39.895431,1111027380293,20170716,7,455.0,60.4,2.0,1,1,1.0,6,4.0,1995.0,4,2,0.5,0.0,0.0,0.0,8,65996.0
13847,116.45413500000001,39.850772,1111027382460,20160721,17,191.0,55.0,1.0,1,1,1.0,23,1.0,2011.0,4,6,0.192,1.0,0.0,1.0,7,44711.0
128087,116.530553,39.921425,1111027381021,20120918,0,205.6,78.2,2.0,1,1,1.0,24,1.0,2001.0,1,6,0.25,1.0,1.0,1.0,7,56631.0
92138,116.32993799999998,39.694097,1111063682087,20180102,0,363.0,76.0,2.0,1,1,1.0,26,4.0,2015.0,1,6,0.5,1.0,0.0,1.0,4,47458.0
241671,116.371677,40.002169,1111027374116,20111130,0,30.0,55.72,2.0,1,1,1.0,6,4.0,1992.0,1,2,0.33299999999999996,0.0,1.0,0.0,8,82002.0
133388,116.45241499999999,39.958436999999996,1111027380895,20121121,0,181.0,56.92,2.0,1,1,1.0,6,4.0,1982.0,1,2,0.2,0.0,0.0,1.0,7,63401.0
148368,116.43777,39.986008,1111027379661,20140223,5,368.0,76.08,2.0,1,1,1.0,20,1.0,1999.0,1,6,0.25,1.0,1.0,1.0,7,68202.0
83473,116.325617,40.049465999999995,1111027376795,20170919,24,768.0,114.64,2.0,2,1,2.0,11,4.0,2002.0,3,6,0.5,1.0,1.0,0.0,8,70486.0
98261,116.328915,40.088074,1111027374437,20121227,0,205.0,93.57,2.0,2,1,1.0,6,4.0,,1,2,0.5,0.0,0.0,1.0,6,41721.0
199609,116.41799099999999,39.956806,1111027375656,20140328,0,318.0,60.03,2.0,1,1,1.0,16,1.0,1988.0,1,6,0.28600000000000003,1.0,0.0,1.0,1,97274.0
202206,116.44576,39.881032,1111027382282,20150618,11,193.0,49.96,2.0,0,1,1.0,6,4.0,1981.0,3,2,0.5,0.0,1.0,1.0,1,73419.0
271335,116.16293799999998,39.939005,1111027378401,20130504,0,143.0,55.97,2.0,1,1,1.0,16,1.0,1991.0,1,6,0.28600000000000003,1.0,1.0,0.0,9,39314.0
247546,116.330345,39.984336,1111027373798,20130310,0,455.0,61.5,2.0,1,1,1.0,16,1.0,1989.0,1,6,0.25,1.0,1.0,1.0,8,114107.0
94649,116.358797,40.083529,1111027378215,20120305,0,193.0,124.95,3.0,1,1,1.0,6,4.0,2003.0,1,2,0.5,0.0,1.0,0.0,6,42145.0
35699,116.488832,39.932702,1111027380005,20160919,7,450.0,69.02,3.0,1,1,1.0,6,4.0,1986.0,4,2,0.5,0.0,0.0,1.0,7,61237.0
248163,116.36465,39.980548999999996,1111027376278,20130512,2,295.0,56.2,3.0,1,1,1.0,5,4.0,1988.0,1,2,0.33299999999999996,0.0,1.0,1.0,8,90138.0
208657,116.354697,39.745721,1111027379255,20120920,0,104.0,75.88,1.0,1,1,1.0,6,4.0,2004.0,1,2,0.5,0.0,1.0,0.0,4,35321.0
87878,116.31783100000001,40.039,1111027379186,20171118,0,1000.0,116.15,2.0,2,1,1.0,6,4.0,2000.0,4,2,0.5,0.0,1.0,0.0,8,85111.0
64704,116.343001,39.964408,1111027382494,20170308,32,650.0,58.8,2.0,1,1,1.0,6,4.0,1989.0,4,2,0.5,0.0,1.0,0.0,8,86585.0
258608,116.35491299999998,40.040671,1111027382106,20150413,0,238.0,61.8,2.0,1,1,1.0,6,4.0,1995.0,3,2,0.5,0.0,1.0,1.0,8,60688.0
26488,116.39695900000001,39.949642,1111027378216,20160912,61,2280.0,190.2,3.0,2,1,2.0,6,4.0,2004.0,4,6,0.5,0.0,0.0,1.0,10,128489.0
95542,116.32803500000001,40.078668,1111027378235,20131018,59,283.0,94.56,2.0,1,1,1.0,6,4.0,2000.0,1,2,0.5,0.0,1.0,1.0,6,46352.0
88142,116.35571999999999,40.01918,1111027381533,20171221,12,600.0,78.25,2.0,1,1,1.0,10,1.0,2003.0,4,6,0.25,1.0,0.0,0.0,8,76934.0
225423,116.255335,39.897245,1111027382361,20130505,1,210.0,67.22,1.0,1,1,1.0,20,1.0,2000.0,1,6,0.25,1.0,1.0,0.0,2,46872.0
275289,116.20302099999999,39.929598999999996,1111027382279,20150822,0,185.0,57.5,1.0,1,1,1.0,6,4.0,1998.0,1,2,0.33299999999999996,0.0,0.0,0.0,9,46035.0
138522,116.45423500000001,39.963537,1111027376983,20130528,1,215.0,56.8,2.0,1,1,1.0,5,4.0,1979.0,1,4,0.33299999999999996,0.0,1.0,1.0,7,63657.0
161866,116.44851299999999,39.978977,1111027374860,20150327,1,483.0,101.56,2.0,2,1,1.0,18,3.0,2003.0,4,6,0.28600000000000003,1.0,1.0,1.0,7,75022.0
178289,116.54437800000001,39.968509000000005,1111041517016,20151101,7,421.0,95.17,3.0,1,1,1.0,9,4.0,2011.0,4,6,0.5,1.0,0.0,0.0,7,63518.0
52415,116.429203,40.001932000000004,1111027381735,20170324,54,510.0,74.12,2.0,1,1,1.0,6,4.0,1996.0,1,2,0.33299999999999996,0.0,1.0,0.0,7,60631.0
124112,116.47193100000001,40.008739,1111027378505,20120308,0,205.0,97.5,2.0,2,1,1.0,18,1.0,1998.0,1,6,0.3,1.0,1.0,1.0,7,57510.0
7818,116.413174,39.972706,1111027375600,20160731,24,323.0,60.0,2.0,1,1,1.0,6,4.0,1982.0,4,2,0.33299999999999996,0.0,1.0,0.0,7,72460.0
187902,116.543121,39.972683,1111046902391,20160224,8,350.0,65.91,1.0,1,1,1.0,6,4.0,2013.0,4,6,0.5,1.0,0.0,0.0,7,61635.0
50072,116.43934099999998,40.082372,1111027380043,20170123,33,330.0,63.61,1.0,1,1,1.0,6,4.0,2003.0,4,2,0.5,0.0,0.0,0.0,6,38281.0
138637,116.46251699999999,39.931273,1111027375334,20130321,0,213.8,43.79,1.0,1,1,1.0,15,1.0,1986.0,1,6,0.154,1.0,0.0,1.0,7,81684.0
175937,116.404579,39.978491,1111027375686,20151101,16,288.0,70.08,2.0,1,1,1.0,16,1.0,1987.0,1,6,0.25,1.0,1.0,1.0,7,72138.0
292868,116.69006999999999,39.870642,1111027376744,20151018,2,175.0,66.93,1.0,1,1,1.0,8,4.0,2010.0,4,6,0.25,1.0,1.0,0.0,11,49897.0
92691,116.119651,39.934504,1111027382024,20130802,0,125.0,60.4,1.0,1,0,1.0,14,4.0,2005.0,3,6,0.5,1.0,0.0,0.0,12,39294.0
189273,116.45874199999999,39.886928999999995,1111027377358,20160305,1,157.0,40.56,1.0,1,1,1.0,6,4.0,1981.0,3,2,0.33299999999999996,0.0,1.0,1.0,7,56983.0
212939,116.33404499999999,39.757413,1111027382766,20140914,2,180.0,82.86,3.0,1,1,1.0,6,4.0,1994.0,3,2,0.33299999999999996,0.0,1.0,1.0,4,39845.0
106830,116.40766200000002,40.052673,1111027377553,20150111,1,253.0,86.12,2.0,1,1,1.0,6,4.0,2005.0,3,2,0.5,0.0,1.0,0.0,6,49861.0
191029,116.50798,39.91836,1111027373690,20160317,1,445.0,88.24,2.0,2,1,1.0,12,4.0,2006.0,4,6,0.33299999999999996,1.0,1.0,1.0,7,64855.0
44037,116.19884099999999,39.929432,1111027381802,20161216,13,733.0,157.95,3.0,1,1,2.0,14,3.0,2003.0,3,6,0.5,1.0,1.0,0.0,9,50227.0
53582,116.366841,40.085494,1111046920539,20170220,38,528.0,96.19,2.0,2,1,1.0,16,3.0,2014.0,4,6,0.5,1.0,0.0,1.0,6,54535.0
222684,116.426976,39.860988,1111027379997,20120917,0,200.0,82.46,3.0,1,1,1.0,7,4.0,1996.0,1,4,0.5,0.0,1.0,1.0,2,52814.0
232571,116.38256100000001,39.862204,1111027378302,20150421,2,168.0,58.82,2.0,1,1,1.0,6,4.0,1993.0,1,2,0.5,0.0,1.0,1.0,2,54338.0
72609,116.32538500000001,39.984968,1111027376959,20170520,40,658.0,54.5,2.0,1,1,1.0,6,4.0,1981.0,3,2,0.33299999999999996,0.0,1.0,1.0,8,117529.0
150592,116.454732,39.952827,1111027381416,20140903,2,212.0,54.02,2.0,1,1,1.0,5,4.0,1982.0,3,2,0.33299999999999996,0.0,1.0,1.0,7,67756.0
262904,116.342295,40.002937,1111027381301,20160407,43,275.0,41.9,1.0,1,1,1.0,6,4.0,1987.0,4,2,0.33299999999999996,0.0,1.0,1.0,8,97372.0
209285,116.354548,39.733154,1111027374824,20121015,0,97.0,68.79,2.0,1,1,1.0,6,4.0,1994.0,1,2,0.5,0.0,1.0,0.0,4,33298.0
120610,116.44628200000001,40.052378000000004,1111027382441,20111120,0,196.0,87.07,2.0,1,1,1.0,12,4.0,2011.0,1,6,0.5,1.0,0.0,1.0,7,82877.0
271068,116.188426,39.935915,1111027378716,20130501,1,212.0,68.82,2.0,1,1,1.0,6,4.0,1999.0,1,2,0.5,0.0,1.0,1.0,9,45610.0
225027,116.38256100000001,39.862204,1111027378302,20130305,0,163.0,43.8,1.0,1,1,1.0,14,3.0,1986.0,1,6,0.14300000000000002,1.0,1.0,1.0,2,54338.0
311831,116.38926399999998,39.886874,1111027376481,20160102,47,345.0,59.06,1.0,1,1,1.0,14,3.0,2003.0,3,6,0.16699999999999998,1.0,1.0,1.0,10,91507.0
58041,116.17041,39.767123,1111027375834,20170220,182,323.0,88.08,2.0,1,1,1.0,6,4.0,2002.0,3,2,0.5,0.0,1.0,0.0,5,30167.0
291440,116.66484799999999,39.942927000000005,1111027381046,20150517,7,140.0,73.84,2.0,1,1,1.0,6,4.0,2002.0,3,2,0.5,0.0,1.0,0.0,11,37601.0
291378,116.6512,39.898185999999995,1111027379287,20150620,22,110.0,44.82,1.0,0,1,1.0,24,3.0,2005.0,4,6,0.182,1.0,1.0,1.0,11,48244.0
267547,116.306901,39.95663,1111027375710,20160527,17,730.0,86.85,3.0,1,1,1.0,24,1.0,1992.0,3,6,0.25,1.0,1.0,0.0,8,87507.0
108865,116.367231,40.088456,1111027375383,20150714,10,274.5,125.59,3.0,2,1,2.0,6,4.0,2006.0,3,4,0.5,0.0,0.0,1.0,6,44755.0
224140,116.31803500000001,39.857355,1111027379294,20130128,0,287.0,100.05,2.0,2,1,1.0,22,3.0,2005.0,1,6,0.5,1.0,0.0,1.0,2,52215.0
31964,116.45085300000001,39.911975,1111027376315,20160829,0,335.0,45.0,1.0,0,1,1.0,30,1.0,2009.0,4,6,0.33299999999999996,1.0,0.0,1.0,7,84090.0
67126,116.262442,39.897184,1111027376635,20170308,18,320.0,51.85,1.0,1,1,1.0,24,1.0,1998.0,3,6,0.2,1.0,1.0,0.0,2,48789.0
136892,116.468902,39.882519,1111027378493,20130318,1,227.0,62.36,2.0,1,1,1.0,16,1.0,1988.0,1,6,0.25,1.0,1.0,1.0,7,57047.0
19176,116.46656200000001,39.921656,1111027375876,20160722,0,521.0,81.0,1.0,1,1,1.0,42,1.0,,4,6,0.318,1.0,0.0,1.0,7,68486.0
139200,116.417902,40.004014,1111027382176,20130330,0,260.0,59.75,2.0,1,1,1.0,6,4.0,1991.0,1,2,0.5,0.0,1.0,1.0,7,72877.0
102671,116.332045,40.081334000000005,1111027377891,20131229,5,264.0,80.24,2.0,2,1,1.0,7,4.0,,1,2,0.5,0.0,1.0,1.0,6,48852.0
74386,116.374132,40.022733,1111027379069,20170810,21,1170.0,130.95,3.0,1,1,2.0,15,4.0,2006.0,4,6,0.5,1.0,0.0,1.0,7,90299.0
124608,116.45879199999999,39.845158000000005,1111027382458,20130115,0,800.0,285.2,5.0,3,1,4.0,8,4.0,2009.0,1,6,0.5,1.0,0.0,0.0,7,61823.0
174867,116.43796699999999,40.001107,1111027379321,20151118,20,420.0,88.48,3.0,1,1,1.0,12,3.0,1996.0,3,6,1.0,1.0,1.0,1.0,7,69698.0
37981,116.681628,39.934532,1111027374827,20170326,136,388.0,70.0,2.0,1,1,1.0,11,3.0,2009.0,4,6,0.25,1.0,1.0,0.0,11,45887.0
276176,116.195177,39.932325,1111027382250,20160410,26,219.0,69.23,1.0,1,1,1.0,22,1.0,2004.0,1,6,0.25,1.0,1.0,0.0,9,47095.0
43244,116.42751100000001,39.983814,1111027375391,20161213,74,598.0,79.41,2.0,2,1,1.0,6,4.0,1988.0,4,2,0.33299999999999996,0.0,1.0,1.0,7,71268.0
55144,116.49402099999999,39.900148,1111045984927,20161224,0,615.0,76.83,1.0,1,1,1.0,24,4.0,2014.0,1,6,0.33299999999999996,1.0,0.0,1.0,7,80006.0
124298,116.471754,40.02946,1111027376127,20120622,0,580.0,225.49,4.0,2,1,3.0,4,4.0,2009.0,1,6,1.0,1.0,0.0,1.0,7,76292.0
26491,116.57927099999999,39.900793,1111027374498,20160826,3,267.0,86.19,2.0,2,1,1.0,6,4.0,2002.0,3,2,0.5,0.0,0.0,0.0,7,40012.0
127124,116.566103,39.92841,1111027378380,20120628,0,93.8,41.96,1.0,0,1,1.0,14,4.0,2003.0,1,6,0.33299999999999996,1.0,1.0,1.0,7,56764.0
313626,116.399275,39.958385,1111027378025,20151115,4,1063.0,126.18,3.0,2,1,2.0,12,3.0,1989.0,4,6,0.14300000000000002,1.0,1.0,1.0,10,138746.0
268088,116.33578700000001,39.907309000000005,1111027379798,20160529,18,270.0,44.1,1.0,1,1,1.0,6,4.0,1996.0,4,2,0.33299999999999996,0.0,0.0,0.0,8,74493.0
203680,116.44171599999999,39.946158000000004,1111027376862,20150907,20,445.5,83.34,1.0,1,1,1.0,27,1.0,,1,6,0.375,1.0,1.0,1.0,1,75365.0
176868,116.42796000000001,40.041263,1111027376276,20151202,6,227.0,68.06,3.0,1,1,1.0,6,4.0,1984.0,3,2,0.5,0.0,1.0,1.0,7,56356.0
100107,116.339803,40.085341,1111042071188,20130630,0,115.0,36.85,1.0,0,1,1.0,7,1.0,2012.0,1,6,0.065,1.0,1.0,0.0,6,31381.0
256125,116.367174,39.952363,1111027382191,20150410,4,995.0,161.2,3.0,2,1,2.0,14,4.0,2004.0,4,6,0.5,1.0,1.0,1.0,8,91968.0
113387,116.38138000000001,40.092631,1111027377945,20160308,32,285.0,124.8,3.0,2,1,2.0,6,4.0,2007.0,4,2,0.5,0.0,1.0,0.0,6,35386.0
92498,116.122354,39.937384,1111027376723,20120311,0,99.0,80.17,2.0,1,0,1.0,6,4.0,2000.0,3,2,0.5,0.0,0.0,0.0,12,36358.0
120535,116.441781,39.991956,1111027379657,20120304,0,138.0,57.99,2.0,1,1,1.0,24,1.0,1996.0,1,6,0.25,1.0,1.0,0.0,7,70655.0
265788,116.35153999999999,39.954963,1111027377070,20160228,5,428.0,60.75,1.0,1,1,1.0,19,1.0,2003.0,3,6,0.25,1.0,1.0,0.0,8,97294.0
315050,116.34843300000001,39.897048999999996,1111027379510,20160224,10,345.0,51.84,2.0,1,1,1.0,6,4.0,1980.0,4,2,0.5,0.0,0.0,1.0,10,75179.0
204382,116.45565400000001,39.898084000000004,1111027374680,20160117,46,320.0,71.15,2.0,1,1,1.0,29,3.0,2009.0,3,6,0.25,1.0,0.0,1.0,1,78235.0
35428,116.475489,40.01952,1111027376244,20160930,6,450.0,91.08,2.0,1,1,1.0,26,1.0,2005.0,1,6,0.217,1.0,0.0,1.0,7,56021.0
117228,116.32260900000001,40.089206,1111027379920,20160328,5,252.0,97.59,2.0,1,1,1.0,6,4.0,2008.0,3,2,0.5,0.0,1.0,0.0,6,40386.0
170639,116.59088,39.924096,1111027375124,20151221,64,191.0,66.64,2.0,1,1,1.0,6,4.0,1998.0,3,2,0.5,0.0,1.0,0.0,7,50845.0
246254,116.32616000000002,40.046586,1111027381904,20130312,1,318.0,90.39,2.0,1,1,1.0,11,4.0,2001.0,1,6,0.5,1.0,1.0,0.0,8,64124.0
20211,116.35011100000001,39.797633000000005,1111045274984,20160725,16,215.0,67.05,1.0,1,1,1.0,17,1.0,2010.0,4,6,0.214,1.0,0.0,0.0,4,47647.0
133804,116.521988,39.927428000000006,1111027378890,20130224,1,210.0,43.57,1.0,1,1,1.0,20,1.0,2006.0,1,6,0.16699999999999998,1.0,1.0,1.0,7,73994.0
81106,116.41435600000001,39.869475,1111027377413,20170731,91,419.0,61.02,2.0,1,1,1.0,9,3.0,2005.0,1,6,0.25,1.0,1.0,1.0,1,65928.0
310247,116.35812800000001,39.899017,1111027377345,20150528,0,242.0,70.0,1.0,1,1,1.0,16,1.0,,4,6,0.2,1.0,0.0,1.0,10,79816.0
150102,116.480675,39.868869000000004,1111027382783,20140405,1,185.0,53.4,1.0,1,1,1.0,6,4.0,2006.0,2,6,0.33299999999999996,0.0,0.0,0.0,7,60403.0
267044,116.298736,39.934527,1111027376013,20160610,52,390.0,56.1,2.0,1,1,1.0,6,4.0,1994.0,3,2,0.5,0.0,0.0,1.0,8,80645.0
315179,116.32921999999999,39.892447,1111027379961,20160127,3,203.5,48.9,1.0,1,1,1.0,26,1.0,1989.0,4,6,0.25,1.0,1.0,1.0,2,59395.0
73241,116.401854,39.861344,1111027382517,20170924,115,340.0,61.1,1.0,1,1,2.0,14,3.0,2004.0,1,6,0.33299999999999996,1.0,0.0,0.0,2,46572.0
259426,116.313347,39.981029,1111027374069,20150715,8,369.0,54.4,2.0,1,1,1.0,6,4.0,1982.0,3,2,0.5,0.0,1.0,1.0,8,92624.0
170204,116.446371,39.964132,1111027377871,20151217,4,955.0,229.05,4.0,2,1,2.0,12,3.0,1997.0,3,6,1.0,1.0,1.0,1.0,7,73469.0
80430,116.42988500000001,39.954648999999996,1111027378852,20170806,0,485.0,41.19,1.0,1,1,1.0,6,4.0,1988.0,4,2,0.33299999999999996,0.0,1.0,1.0,1,105500.0
84145,116.26654099999999,40.227012,1111040862993,20170925,75,261.0,67.38,2.0,1,1,1.0,17,4.0,2003.0,3,6,0.5,1.0,0.0,1.0,6,36861.0
94809,116.415742,40.077796,1111027380053,20120614,0,157.0,82.01,2.0,1,1,1.0,18,4.0,2000.0,1,6,0.33299999999999996,1.0,0.0,1.0,6,37661.0
185729,116.447318,40.042449,1111041386335,20160311,12,800.0,162.42,3.0,2,1,2.0,11,4.0,2011.0,4,6,0.5,1.0,0.0,0.0,7,77291.0
194231,116.49997900000001,39.966803000000006,1111027377461,20160515,12,232.0,59.6,2.0,1,1,1.0,5,4.0,1978.0,4,6,0.33299999999999996,0.0,1.0,1.0,7,55082.0
171189,116.50158300000001,39.964009000000004,1111027376839,20150709,2,200.0,68.49,1.0,1,1,1.0,18,1.0,2000.0,3,6,0.25,1.0,0.0,1.0,7,55868.0
19388,116.423905,39.791207,1111027374423,20160804,0,332.0,88.36,2.0,2,1,1.0,6,4.0,2004.0,3,6,0.5,0.0,1.0,0.0,4,44880.0
313885,116.343245,39.900529,1111027378998,20151128,6,169.0,36.77,1.0,1,1,1.0,26,1.0,2006.0,3,6,0.111,1.0,1.0,1.0,10,92360.0
12029,116.38722800000001,39.886024,1111027375434,20160718,10,431.0,51.4,2.0,1,1,1.0,5,4.0,1987.0,4,2,0.33299999999999996,0.0,1.0,1.0,10,115556.0
72363,116.29553600000001,39.848391,1111027380820,20170521,15,385.0,63.9,2.0,1,1,1.0,6,4.0,1994.0,4,2,0.5,0.0,0.0,1.0,2,47480.0
188592,116.518854,39.939588,1111027374656,20160306,39,455.0,93.22,2.0,2,1,2.0,27,3.0,2006.0,4,6,0.667,1.0,1.0,0.0,7,58092.0
297905,116.349884,39.89255,1111027379513,20121121,0,166.0,58.2,2.0,1,1,1.0,6,4.0,1984.0,1,2,0.33299999999999996,0.0,0.0,1.0,10,81284.0
191275,116.487808,39.889853,1111027378758,20160516,13,247.0,65.0,2.0,1,1,1.0,18,1.0,1997.0,3,6,0.2,1.0,1.0,0.0,7,58444.0
115519,116.415343,40.075533,1111027379943,20160228,46,266.0,140.65,4.0,2,1,2.0,6,4.0,1998.0,4,4,0.5,0.0,1.0,1.0,6,40084.0
291608,116.66484799999999,39.942927000000005,1111027381046,20150609,2,163.0,97.21,2.0,1,1,1.0,6,4.0,2001.0,4,2,0.5,0.0,1.0,0.0,11,37601.0
48681,116.33549099999999,39.780885999999995,1111027375995,20161204,1,463.0,85.0,2.0,1,1,1.0,27,3.0,2010.0,4,6,0.5,1.0,0.0,1.0,4,56901.0
40005,116.48460800000001,39.995965999999996,1111027381858,20161010,1,222.0,55.89,1.0,1,1,1.0,29,1.0,2006.0,1,6,0.25,1.0,0.0,1.0,7,40350.0
78057,116.44851299999999,39.978977,1111027374860,20170910,50,303.0,46.8,1.0,0,1,1.0,18,3.0,2003.0,3,6,0.222,1.0,1.0,1.0,7,75022.0
158874,116.518854,39.939588,1111027374656,20150406,2,338.0,93.28,2.0,2,1,1.0,27,3.0,2006.0,4,6,0.5,1.0,1.0,0.0,7,58092.0
120637,116.508909,39.868786,1111027377021,20111013,0,245.0,112.01,3.0,2,1,2.0,10,4.0,2005.0,1,6,0.33299999999999996,1.0,0.0,1.0,7,51007.0
81175,116.42841100000001,40.135622999999995,1111027376250,20171030,174,320.0,80.47,2.0,1,1,1.0,6,4.0,2003.0,3,2,0.5,0.0,1.0,0.0,6,36090.0
283758,116.64371499999999,40.137169,1111027374900,20160425,5,321.0,101.48,2.0,2,1,1.0,6,4.0,2002.0,4,2,0.5,0.0,0.0,1.0,13,36508.0
108340,116.305672,40.094854,1111027377748,20150719,6,169.0,65.64,2.0,1,1,1.0,4,4.0,2004.0,1,2,0.25,0.0,1.0,1.0,6,56236.0
49673,116.388124,39.907788000000004,1111047090108,20170308,64,1150.0,104.78,2.0,2,1,1.0,6,4.0,2004.0,4,6,0.5,0.0,1.0,1.0,10,112550.0
124341,116.513848,39.875068,1111027377000,20120308,0,110.0,65.0,2.0,1,1,1.0,6,4.0,1993.0,1,2,0.33299999999999996,0.0,0.0,1.0,7,45332.0
281246,116.67973700000002,40.219508000000005,1111046920919,20150129,0,464.0,218.44,4.0,3,1,3.0,4,,2013.0,2,6,0.5,1.0,0.0,0.0,13,27425.0
238051,116.313465,39.856611,1111027379296,20160228,37,190.0,53.57,1.0,1,1,1.0,15,1.0,2006.0,4,6,0.33299999999999996,1.0,1.0,1.0,2,53205.0
134950,116.448075,39.984466999999995,1111027380101,20130114,0,750.0,121.4,3.0,2,1,2.0,22,4.0,,1,6,0.5,1.0,0.0,1.0,7,129361.0
196696,116.435055,39.941656,1111027375430,20120828,0,350.0,81.31,3.0,1,1,2.0,7,4.0,,1,2,0.33299999999999996,0.0,1.0,1.0,1,104629.0
221256,116.417472,39.862988,1111027382278,20120311,0,119.0,53.58,1.0,1,1,1.0,24,1.0,2006.0,1,6,0.3,1.0,1.0,1.0,2,50960.0
175762,116.41213400000001,40.010397999999995,1111027375536,20151025,14,263.5,66.59,1.0,1,1,1.0,25,1.0,1997.0,3,6,0.2,1.0,0.0,1.0,7,58907.0
197789,116.41185800000001,39.869364000000004,1111027375142,20130518,1,303.0,88.7,2.0,1,1,1.0,12,3.0,2009.0,1,6,0.33299999999999996,1.0,0.0,1.0,1,67507.0
126980,116.60995700000001,39.91983,1111027375945,20121201,1,218.0,89.75,2.0,2,1,1.0,28,3.0,2009.0,1,6,0.4,1.0,0.0,0.0,7,54263.0
84278,116.41545,39.97708,1111027375691,20170904,21,1210.0,128.36,3.0,1,1,1.0,6,4.0,2000.0,3,2,0.5,0.0,1.0,1.0,1,90003.0
184962,116.575746,39.911252000000005,1111027379319,20160110,3,410.0,148.2,3.0,1,1,2.0,20,3.0,,4,6,0.33299999999999996,1.0,1.0,1.0,7,46339.0
294465,116.35296799999999,39.882495,1111027377642,20111121,0,155.5,52.08,1.0,1,1,1.0,21,1.0,2005.0,1,6,0.222,1.0,0.0,0.0,10,83936.0
72593,116.466852,39.897239,1111027376660,20170410,0,320.0,47.97,2.0,1,1,1.0,5,4.0,1962.0,3,2,0.33299999999999996,0.0,1.0,1.0,7,52458.0
296792,116.372374,39.935293,1111027374212,20120717,0,238.5,59.4,1.0,1,1,1.0,6,4.0,1999.0,1,2,0.5,0.0,1.0,1.0,10,113935.0
239195,116.277126,39.897751,1111027380610,20160327,14,402.0,119.46,3.0,1,1,1.0,22,3.0,2003.0,4,6,0.25,1.0,1.0,0.0,2,48942.0
64614,116.41442099999999,40.053513,1111027378407,20170309,26,353.0,77.45,2.0,2,1,1.0,20,3.0,2007.0,4,6,0.4,1.0,0.0,0.0,7,34875.0
154739,116.603501,39.919667,1111027377416,20140810,0,172.0,64.23,1.0,1,1,1.0,24,1.0,2003.0,4,6,0.2,1.0,1.0,1.0,7,43307.0
110248,116.390856,40.06733,1111027379406,20150730,1,313.0,126.75,3.0,2,1,2.0,6,4.0,2003.0,4,2,0.5,0.0,1.0,0.0,6,46048.0
112991,116.431552,40.082903,1111027380040,20151018,0,239.2,113.91,2.0,1,1,2.0,14,4.0,2005.0,2,6,0.33299999999999996,1.0,0.0,0.0,6,36869.0
224712,116.39783899999999,39.868935,1111027381044,20130223,0,195.0,62.19,2.0,1,1,1.0,24,1.0,1993.0,1,6,0.25,1.0,0.0,1.0,2,55055.0
259936,116.32548899999999,39.911238,1111027381614,20151107,18,373.0,77.08,3.0,1,1,1.0,6,4.0,1989.0,4,2,0.33299999999999996,0.0,1.0,1.0,8,81571.0
167588,116.529599,39.950025,1111027381544,20151227,11,1010.0,166.74,4.0,2,1,2.0,9,4.0,2006.0,4,6,0.33299999999999996,1.0,1.0,0.0,7,84680.0
105224,116.382471,40.08696,1111027380069,20140913,2,245.0,108.67,3.0,1,1,1.0,6,3.0,2002.0,3,2,0.14300000000000002,0.0,1.0,0.0,6,53652.0
91939,116.28848899999998,39.928841,1111027373697,20171219,0,682.0,88.24,2.0,2,1,2.0,6,4.0,1990.0,1,2,0.5,0.0,0.0,0.0,8,69557.0
271778,116.23338100000001,39.896656,1111027377174,20130908,4,520.0,118.79,3.0,2,1,2.0,17,4.0,2004.0,1,6,0.5,1.0,0.0,0.0,9,63657.0
141247,116.463907,40.007017,1111027379082,20130707,1,263.5,69.07,2.0,1,1,1.0,6,4.0,1999.0,1,4,0.5,0.0,1.0,1.0,7,59023.0
54046,116.50828100000001,39.915816,1111027379834,20170108,38,285.0,39.26,1.0,0,1,1.0,9,3.0,2008.0,4,6,0.16699999999999998,1.0,1.0,1.0,7,58955.0
13903,116.568799,39.853078000000004,1111027374302,20160619,0,390.0,93.94,2.0,2,1,1.0,18,4.0,2008.0,4,6,0.667,1.0,0.0,0.0,7,48906.0
148991,116.51291599999999,39.966511,1111027374215,20140825,12,350.0,115.52,3.0,1,1,2.0,22,1.0,2006.0,4,6,0.28600000000000003,1.0,1.0,0.0,7,57709.0
104089,116.32803500000001,40.078668,1111027378235,20141201,9,275.0,112.96,2.0,1,1,1.0,22,3.0,2002.0,3,6,0.4,1.0,1.0,1.0,6,46352.0
5461,116.505445,39.939085,1111027379229,20160702,28,295.0,71.0,3.0,1,1,1.0,6,4.0,1995.0,3,4,0.5,0.0,1.0,0.0,7,58963.0
125841,116.45208899999999,39.966935,1111027376979,20120428,0,125.0,47.45,1.0,1,1,1.0,20,1.0,1990.0,1,6,0.25,1.0,0.0,1.0,7,75528.0
294680,116.37618300000001,39.953459,1111027380939,20120327,0,233.0,59.6,2.0,1,1,1.0,6,4.0,1994.0,1,2,0.5,0.0,0.0,1.0,10,101489.0
312505,116.376346,39.951025,1111027380943,20151212,21,469.0,74.77,2.0,1,1,1.0,6,4.0,2004.0,1,6,0.5,0.0,0.0,1.0,10,102068.0
